Header
rate=30
frames=600
duration=20.0
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD
2.73333,82,78.0727,-14.3784,76.9319,-14.0689,12.8069,-38.4717,-4.30101,-40.0296,39.8577,-38.6718,41.7795,22.7688,-24.3812,-0.149772,0.0
2.76667,83,77.8596,-14.3827,76.7182,-14.0729,12.6443,-38.8231,-9.18439,-40.0175,39.7973,-38.6589,41.723,22.7688,-24.3812,-0.149772,0.0
2.8,84,77.6276,-14.3867,76.4852,-14.0766,12.48,-39.1571,-14.5051,-40.0036,39.7396,-38.6444,41.6543,22.7688,-24.3812,-0.149772,0.0
2.83333,85,77.377,-14.3904,76.2336,-14.0797,12.3145,-39.4733,-19.3885,-39.9885,39.6775,-38.6286,41.5946,22.7688,-24.3812,-0.149772,0.0
2.86667,86,77.1085,-14.3797,75.9641,-14.0821,12.1481,-39.7712,-22.9599,-39.9721,39.6109,-38.6109,41.523,22.7688,-24.3812,-0.149772,0.0
2.9,87,76.8225,-14.3819,75.6771,-14.0836,11.9815,-40.0503,-24.3447,-39.955,39.5478,-38.5927,41.4403,22.7688,-24.3812,-0.149772,0.0
2.93333,88,76.5198,-14.383,75.3732,-14.0839,11.815,-40.31,-24.3447,-39.936,39.4654,-38.5737,41.3673,22.7688,-24.3812,-0.149772,0.0
2.96667,89,76.2006,-14.3962,75.053,-14.0829,11.6491,-40.5498,-24.3447,-39.9168,39.3869,-38.5526,41.2827,22.7688,-24.3812,-0.149772,0.0
3.0,90,75.8663,-14.3813,74.7172,-14.0804,11.4844,-40.7693,-24.3447,-39.8957,39.3043,-38.5304,41.1874,22.7688,-24.3812,-0.149772,0.0
3.03333,91,75.5165,-14.3783,74.3661,-14.0638,11.3212,-40.9678,-24.3447,-39.8737,39.226,-38.5073,41.1021,22.7688,-24.3812,-0.149772,0.0
3.06667,92,75.1528,-14.3736,74.0005,-14.0703,11.16,-41.1449,-24.3447,-39.8504,39.1288,-38.4832,41.0063,22.7688,-24.3812,-0.149772,0.0
3.1,93,74.7748,-14.3671,73.621,-14.0622,11.0013,-41.3001,-24.3447,-39.8265,39.0364,-38.4574,40.8998,22.7688,-24.3812,-0.149772,0.0
3.13333,94,74.3836,-14.3584,73.228,-14.0519,10.8456,-41.4328,-24.3447,-39.8011,38.9406,-38.4312,40.8042,22.7688,-24.3812,-0.149772,0.0
3.16667,95,73.9798,-14.3477,72.8222,-14.0392,10.6934,-41.5425,-24.3447,-39.7746,38.8417,-38.4034,40.6914,22.7688,-24.3812,-0.149772,0.0
3.2,96,73.5638,-14.3345,72.4043,-14.024,10.545,-41.6288,-24.3447,-39.7472,38.7403,-38.3748,40.5896,22.7688,-24.3812,-0.149772,0.0
3.23333,97,73.1364,-14.3318,71.9747,-14.0061,10.401,-41.6911,-24.3447,-39.7186,38.6363,-38.3448,40.4711,22.7688,-24.3812,-0.149772,0.0
3.26667,98,72.6982,-14.3007,71.5342,-13.9735,10.2619,-41.7288,-24.3447,-39.6894,38.5374,-38.3139,40.3639,22.7688,-24.3812,-0.149772,0.0
3.3,99,72.2497,-14.2799,71.0834,-13.95,10.1281,-41.7415,-24.3447,-39.6589,38.4212,-38.2821,40.2474,22.7688,-24.3812,-0.149772,0.0
3.33333,100,71.7917,-14.269,70.623,-13.9354,10.0,-41.7415,-24.3447,-39.6277,38.3106,-38.2494,40.1219,22.7688,-24.3812,-0.149772,0.0
3.36667,101,71.3249,-14.2297,70.1536,-13.9058,9.87196,-41.7415,-24.3447,-39.5955,38.2057,-38.2154,40.0079,22.7688,-24.3812,-0.149772,0.0
3.4,102,70.8501,-14.2004,69.6759,-13.873,9.73813,-41.7415,-24.3447,-39.5623,38.084,-38.1807,39.8784,22.7688,-24.3812,-0.149772,0.0
3.43333,103,70.3676,-14.1805,69.1906,-13.8253,9.59899,-41.7415,-24.3447,-39.5282,37.9681,-38.1453,39.7613,22.7688,-24.3812,-0.149772,0.0
3.46667,104,69.8787,-14.1326,68.6985,-13.7861,9.45501,-41.7415,-24.3447,-39.4937,37.8588,-38.1088,39.6287,22.7688,-24.3812,-0.149772,0.0
3.5,105,69.3836,-14.0943,68.2003,-13.7554,9.30665,-41.7415,-24.3447,-39.4584,37.733,-38.0718,39.5089,22.7688,-24.3812,-0.149772,0.0
3.53333,106,68.8833,-14.0528,67.6968,-13.7095,9.15438,-41.7415,-24.3447,-39.4222,37.6141,-38.0341,39.3813,22.7688,-24.3812,-0.149772,0.0
3.56667,107,68.3786,-14.0084,67.1887,-13.6605,8.99868,-41.7415,-24.3447,-39.3859,37.4946,-37.9959,39.2531,22.7688,-24.3812,-0.149772,0.0
3.6,108,67.8704,-13.9611,66.6769,-13.6084,8.84001,-41.7415,-24.3447,-39.3487,37.3744,-37.9569,39.1241,22.7688,-24.3812,-0.149772,0.0
3.63333,109,67.3595,-13.9229,66.1622,-13.5418,8.67884,-41.7415,-24.3447,-39.3109,37.254,-37.9174,38.9948,22.7688,-24.3812,-0.149772,0.0
3.66667,110,66.8468,-13.8578,65.6457,-13.4836,8.51563,-41.7415,-24.3447,-39.2728,37.1337,-37.8779,38.8659,22.7688,-24.3812,-0.149772,0.0
3.7,111,66.3329,-13.8021,65.128,-13.4224,8.35087,-41.7415,-24.3447,-39.2344,37.0135,-37.8376,38.7367,22.7688,-24.3812,-0.149772,0.0
3.73333,112,65.8194,-13.7439,64.6102,-13.3585,8.18501,-41.7415,-24.3447,-39.1959,36.8937,-37.7974,38.6083,22.7688,-24.3812,-0.149772,0.0
3.76667,113,65.3065,-13.6829,64.0932,-13.2918,8.01852,-41.7415,-24.3447,-39.157,36.7746,-37.7566,38.4802,22.7688,-24.3812,-0.149772,0.0
3.8,114,64.7957,-13.6199,63.5781,-13.2227,7.85188,-41.7415,-24.3447,-39.1184,36.6565,-37.7163,38.3534,22.7688,-24.3812,-0.149772,0.0
3.83333,115,64.2877,-13.5547,63.0658,-13.1622,7.68555,-41.7415,-24.3447,-39.0797,36.5394,-37.6751,38.2274,22.7688,-24.3812,-0.149772,0.0
3.86667,116,63.7838,-13.4877,62.5575,-13.0887,7.52001,-41.7415,-24.3447,-39.0407,36.4236,-37.6348,38.1032,22.7688,-24.3812,-0.149772,0.0
3.9,117,63.2852,-13.419,62.0543,-13.0135,7.35571,-41.7415,-24.3447,-39.0023,36.3095,-37.5944,37.9806,22.7688,-24.3812,-0.149772,0.0
3.93333,118,62.7927,-13.3489,61.5572,-12.9262,7.19313,-41.7415,-24.3447,-38.9639,36.1972,-37.5547,37.8601,22.7688,-24.3812,-0.149772,0.0
3.96667,119,62.3075,-13.2891,61.0675,-12.8588,7.03274,-41.7415,-24.3447,-38.9259,36.0944,-37.515,37.7418,22.7688,-24.3812,-0.149772,0.0
4.0,120,61.8312,-13.2059,60.5864,-12.7697,6.87501,-41.7415,-24.3447,-38.8886,35.9792,-37.4759,37.626,22.7688,-24.3812,-0.149772,0.0
4.03333,121,61.3645,-13.1445,60.115,-12.7007,6.7204,-41.7415,-24.3447,-38.8521,35.8742,-37.4376,37.5131,22.7688,-24.3812,-0.149772,0.0
4.06667,122,60.9091,-13.0608,59.6549,-12.6213,6.56938,-41.7415,-24.3447,-38.8163,35.7792,-37.4002,37.4033,22.7688,-24.3812,-0.149772,0.0
4.1,123,60.466,-12.9885,59.2072,-12.5319,6.42243,-41.7415,-24.3447,-38.781,35.6727,-37.3635,37.2968,22.7688,-24.3812,-0.149772,0.0
4.13333,124,60.0368,-12.9277,58.7731,-12.4534,6.28001,-41.7415,-24.3447,-38.747,35.5772,-37.328,37.1942,22.7688,-24.3812,-0.149772,0.0
4.16667,125,59.6225,-12.8568,58.3543,-12.376,6.14259,-41.7415,-24.3447,-38.7143,35.4852,-37.2932,37.0953,22.7688,-24.3812,-0.149772,0.0
4.2,126,59.2247,-12.7874,57.952,-12.3002,6.01063,-41.7415,-24.3447,-38.6822,35.4045,-37.2606,37.001,22.7688,-24.3812,-0.149772,0.0
4.23333,127,58.8446,-12.7199,57.5677,-12.2364,5.88462,-41.7415,-24.3447,-38.6521,35.3208,-37.2288,36.911,22.7688,-24.3812,-0.149772,0.0
4.26667,128,58.4842,-12.6441,57.2028,-12.165,5.76501,-41.7415,-24.3447,-38.623,35.2342,-37.1985,36.8257,22.7688,-24.3812,-0.149772,0.0
4.3,129,58.144,-12.5815,56.8587,-12.0868,5.65227,-41.7415,-24.3447,-38.5958,35.1597,-37.1696,36.7456,22.7688,-24.3812,-0.149772,0.0
4.33333,130,57.8263,-12.5329,56.537,-12.0318,5.54688,-41.7415,-24.3447,-38.5704,35.0906,-37.1435,36.6713,22.7688,-24.3812,-0.149772,0.0
4.36667,131,57.5321,-12.4667,56.2393,-11.9612,5.4493,-41.7415,-24.3447,-38.5469,35.0266,-37.1188,36.6026,22.7688,-24.3812,-0.149772,0.0
4.4,132,57.2629,-12.4152,55.9667,-11.9048,5.36001,-41.7415,-24.3447,-38.5248,34.9753,-37.096,36.5398,22.7688,-24.3812,-0.149772,0.0
4.43333,133,57.0203,-12.3683,55.721,-11.8632,5.27946,-41.7415,-24.3447,-38.5055,34.9156,-37.0753,36.483,22.7688,-24.3812,-0.149772,0.0
4.46667,134,56.8056,-12.3264,55.5036,-11.8173,5.20813,-41.7415,-24.3447,-38.488,34.8693,-37.0571,36.4333,22.7688,-24.3812,-0.149772,0.0
4.5,135,56.6205,-12.29,55.3159,-11.7677,5.14649,-41.7415,-24.3447,-38.4729,34.8292,-37.0414,36.3905,22.7688,-24.3812,-0.149772,0.0
4.53333,136,56.4661,-12.2594,55.1595,-11.7438,5.09501,-41.7415,-24.3447,-38.4604,34.7959,-37.0287,36.3547,22.7688,-24.3812,-0.149772,0.0
4.56667,137,56.3435,-12.2452,55.0354,-11.717,5.05415,-41.7415,-24.3447,-38.4509,34.7699,-37.0184,36.3198,22.7688,-24.3812,-0.149772,0.0
4.6,138,56.2544,-12.217,54.9453,-11.6975,5.02438,-41.7415,-24.3447,-38.4435,34.7507,-37.011,36.3061,22.7688,-24.3812,-0.149772,0.0
4.63333,139,56.2003,-12.2061,54.8903,-11.676,5.00618,-41.7415,-24.3447,-38.4394,34.7391,-37.0061,36.2933,22.7688,-24.3812,-0.149772,0.0
4.66667,140,56.182,-12.2024,54.8717,-11.672,5.00001,-41.7415,-24.3447,-38.4373,34.7349,-37.0046,36.2892,22.7688,-24.3812,-0.149772,0.0
4.7,141,56.393,-12.2449,55.0854,-11.7183,5.14501,-41.7415,-24.1635,-38.4705,34.7882,-37.0388,36.3466,22.7688,-24.3812,-0.149772,0.0
4.73333,142,56.9922,-12.3733,55.6925,-11.8573,5.56001,-41.6054,-23.6447,-38.5637,34.9392,-37.1351,36.5095,22.7688,-24.3812,-0.149772,0.0
